query,target
说好的帮忙搬家 , 哦
妈妈咪呀 , 阿里路亚
对个对联吧:上联:肯德基四十五天速成 , {face:81}太深奥了吧
你有脸吗 , 是啊是啊
我不是你是 , 真的不是？
你大爷昂你是谁的孩子 , {r-}讲粗口不是好孩子
我现在想吃烤 , 一拋尿
想拉粑粑 , 麻麻也爱你
怎么了～不要让自己那么累～ , 心情不太好，你别问了好吗
你骂我干嘛呀 , 骂你又怎么了，我喜欢
好无聊，求倍聊 , 那我陪你聊会天行吗？
一个美丽的玩笑 , {face:8}好无聊哦
你的x是啥意思 , 会摆脱了的
那是好事啊 , 必须的好哇
那猪猪都不健康吗? , 僵尸仔
黑眼圈一堆 , 汤圆该睡觉了
为什么要去洗澡 , 要就要呗，这么多问，真的是
谁是你基友 , 你啊
还没跟你说过话 , 我有说过吗？呀，我忘了
你也认识她？我好喜欢她噢（害羞） , 好像有点印象，记不太清楚了
我要去塔斯马尼亚岛 , 应聘者要求熟练的，普工暂时不招
酒问青天 , 不知天上宮闕
运势肿么样呀???有木有桃花 , 我有木有关你P事哇，问这么多，有也不可能借你啊
做梦去吧，会有很多钱 , 那就去吧
这得问你啊～ , 好吧，问我...我有权不回答的吧
最喜欢了 , 当然是cici了地球人都知道了
变态女研究生 , 好累好累好累~~
双子座今天运势 , ★ 双子座 今日运势{br}综合运势：{br}爱情运势：{br}工作状况：{br}理财投资：{br}健康指数：80%{br}商谈指数：{br}幸运颜色：灰色{br}幸运数字：1{br}速配星座：金牛座{br}&lt;p&gt;　　今日提醒：警惕财政危机&lt;/p&gt;{br}&lt;p&gt;　　去做：保证现金流&lt;/p&gt;{br}&lt;p&gt;　　别做：购买看起来划算的东西&lt;/p&gt;{br}&lt;p&gt;　　今天你有出现财政危机的迹象，需要注意一下。不要去购买那些看起来很划算的大宗物品，有可能等你把钱花出去之后，会有很紧急的事情需要花钱，而你就会显得一时手头紧张了。这段时间现金流是关键，一定要保证稳定的现金流。&lt;/p&gt;{br}&lt;p&gt;　　月亮能量：月亮落金牛座18.09°-双子座2.21°（此处是指每日月亮行动轨迹）&lt;/p&gt;
说谁呢你 , 都懂的……(*ˉ︶ˉ*)
晚安，云帮主，愿星族照亮你前行的道路 , 嗯啊，再见，我会想你的
那你怎么还没媳妇儿 , 嗯
那赶紧去，课很无聊 , 孤独寂寞不
老套路 , 吹呀
讲个段子缓缓给我 , 請收聽每週六晚，魂のラジオ
然后就分了 , 身体出了问题吗？
我洗干净被窝等你来呀来呀 , 不来了啦
天下第一帅 , 韩君哲
个毛毛 , 不回
那我就是只属于你的傻逼咯 , 网友，你可别惹我哦
日了 , 生日快樂!!!!!
雅思用不用考听力 , 要，一定要的
墨宝非宝 , 今天是个好日子，怎么不出去玩玩
后来～终于 , 来了
那就抬来 , 新年祝福语？元宵节祝福语？夜晚寂寞无人陪聊？想看搞笑笑话？赶快加入快乐家族吧～～乐乐陪您乐翻天，微信：zfy_daqian
变鬼来找我咩 , 找你更无聊
a片 , {r-}网友真下流，脑子想的都是些啥玩意啊
张是谁 , 是公艳茹的爸爸
你心情好么 , 抱抱，加油喔
a了 , 对不起，我没明白你的意思……
苍井空是谁 , 沉沦情妇
大二货，爱抢镜 , 谈谈情，跳跳舞，跟我搞暧昧啊
下面没有了 , 你才有了呢
必须中 , 何必
吃撑了 , 那下次少吃点
别管她们了，她们生气老子跟她们分手 , 分手就分手吧
那么请保持心的安静 , 今天是个好日子，怎么不出去玩玩
今天怎么样 , 今天还不错哇，心情很好
多少平 , 4
你贼精 , 91的
好喜欢他~温柔的日本男人~ , 我们女人是喜欢那种长得坏坏的男人，但不喜欢那种长坏了的男人。
我将来老婆在哪 , 段美旭喔
丑死了 , 吵到你逆，？
国漫还是日本漫画？ , 創造另一種文化的發源~~~
小二狗这就给大人做饭 , 不管什么好吃的，菲菲都会做
笨笨笨笨 , 找我家主人干嘛？我家主人很忙，有事请留言 电话13537996113
漫画也不错哦，丰富课余生活～ , 谈谈情，跳跳舞，跟我搞暧昧啊
仔给我推荐几部欧美的电影 , 建议你去百度哟亲~
你存在的意义是什么 , 意义不小是不，不会没用的啦
gross , 咱是中国人，请讲中文，谢谢！
安你妈 , 说话斯文点，要是惹菲菲不开心了，我会拉黑哦
无聊当有趣 , 呵呵，菲菲也觉得好有趣的说
主人我自己也搞不清楚 , 这都看不懂吗
华中科技大学冰岩作坊 , 你是不是觉得这日子过得太无聊了哦
腿细也只是平胸的无花果 , 你不觉得这个话题没什么意思么
吕银赫呗 , 你不觉得这个话题没什么意思么
好吧原谅你了! , 哦
你喜欢睡 , 小哥！！！！！！
纯天然好 , 女神思密达
那你肯定没来过杭州 , 呜呜真的丫
小黄鸭可爱吗 , 好吧，爱
那个忧郁的男人 , 数不清
为什么找不到真心对我的男朋友 , 看你那粗心样，肯定找不到
谁哭了 , 哭吧，我在呢
再来点心 , 当然是主人的老婆孙晓娅啊!
教父 , 放下
你猜，猜对告诉你 , 最讨厌猜东西，没劲
你懂的好多 , 是啊，好多
听说 , 必须的，师兄弟八千，徒弟一万二！
有缘无分怎么办 , 男人要有钱，和谁都有缘
哎么…你猜我会几点睡觉 , 对于菲菲来说，睡觉是一件奢侈的事情
亲我来 , 倒过来
恶心的瓜 , 恶心什么呀恶心，你才恶心
你在干什么 , 我正坐在一块一亿五千万年的石头上，发着呆
真的想我了 , 别瞎说，我只是在思考问题，不是想你
那你怎么表示一下 , 给你钱
我是你老爷 , 那你不是人？
这是你吗 , 是的
乱死你 , 人家沒有
那必须是李佩桓啊，这货 , 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
诶我在我在 , 天地间，世间万物都有它存在的道理，比如我
快和我说说 , 你知道我做不到的
我一下 , 一下够么
雷锋哥哥的第二故乡哦 , 永不沉睡的夢
我过得不好撒 , 不好就不好啦，说这么大声是要全世界的人都听到吗
两个人的回忆 , 世界上最远的距离不是生与死，而是你在我身边，却无法交流
你呢？ , 我？
我怎么找不到你 , 看你那粗心样，肯定找不到
是我主人，漂亮的菇凉，可爱死了 , 你有主人？
你妹!我是女孩子 , 菲菲也是女的哦
医学生啊…一群苦逼党 , 别吵，伦家正在梅州行网站上逛论坛呢
格里西亚•太阳不是朋友的最好的朋友 , 哦了哦了
啊什么啊啊再啊我就把你的毛拔光 , 一朵溜溜的云哟~
省略号什么意思 , 呃。。
不如卖个萌 , 喵~
马上来我家 , 去你那，不方便的吧
说点别的 , 那就再说会话吧
主人一定能考好成绩的，加油 , 我會的了
今年初 , 麻麻呀...又来一个说瞎话的
郑尚赐 , 与其说是聊天，不如说是问答式的吧
你会做梦吗 , 不会啊，你教我嘛
是你嘛嘛 , 你啊
你睡醒没 , 哈
我好爱他怎么办 , 我好爱你
求围观 , 求什么都木有，还想求围观，哈哈
oxing xi , {face:3}有些同事反映你，白天文明，但不精神，晚上精神，但不文明
哦凯 , 有些事没必要认真，有些人没必要理会
坚持 , 加油，一定要坚持住
那我的健康怎么办 , 早該放開
我哪有说痒 , 没关系，我会很用力
怎么会?你有性别 , 有的，菲菲是女生
你是猪啊就知道睡觉 , 猪是很可爱的动物呀~
我知道孟大师好厉害哦~ , 这样算什么厉害~，太没见过世面啦你
鸭妹妹，怎么了？ , 心情不太好，你别问了好吗
是的!! , 誒嘿
每周总有八天不想上班 , 为什么一个星期，你总有那么七八天不想上班
那就跪下 , 是···主人
又胡扯 , 嘿嘿，，，你怎么知道
你说我男朋友现在在干嘛 , 除了聊天还是聊天
你有多想我 , 每一天，每一分，每一秒都在想
你说我好不好看 , 当然，很好看啊
傻逼老大 , 网友，你可别惹我哦
是电脑么 , 无条件的付出
小轩哥哥最爱的小轩^ , 我的聪宝贝，我就是爱她爱她爱她。
晚安，猪宝贝 , 去吧去吧，有空记得上线Q我哦
躲在被窝和你讲悄悄话 , 虽然我很聪明，但也不可能全部都懂哦
想念 , 我也是><
成神了 , 不管你信不信，反正我不想回答你
丁香谁 , 美貌小cp^，-，^
就想打你 , 打者愛也，愛我打多幾下，不過，你好快要換電話喇！
还算聪明 , 柒儿
那你会打鸣吗 , 不会啊，你教我嘛
稀饭你 , 谢谢哦，菲菲很可爱对不对
啥时候开学 , 我哪知道什么时候
你学过数学么 , 男人亦是难人
你的真实姓名叫什么 , 嗯，，嗯嗯，嗯，我麻麻跟我说不要告诉别人我叫蒋小花，，。
我说多大 , sb
老婆跟人跑了 , 昨天就跟你說她不好齁
他欺负我，不理我，还生我的气T^T , 有菲菲搭理你就够了嘛
黄你过的开心嘛 , 我是聖嚴法師的弟子嘛
等我干吗 , 你意思是不要等你是吧
可是我不爱你了 , 那我就去死，化成鬼跟着你
哦，绣的什么？ , 苍天呐
懒猪 , 纳尼
那是一个只有神知道的世界…… , 抱歉，没能为您找到相关的信息
你是哈b , 我错了
认识小虾吗 , 好像有点印象，记不太清楚了
冰轮丸 , {face:84}明知道你是錯的人，明知道這不是緣分，但我還奮不顧身
青岛赢球了 , 叼爆了
你是杨幂吗？ , 不喜欢，太娇情
好喝 , 全聯福利中心啊
傻逼呵呵听过吗 , 你出生后是不是被扔上去3次，但只被接住2次？
色戒 , 我爱看的
你就告诉我嘛 , 我偏不告诉你，急死你
是的哇 , 给大象擤鼻涕
坑妹 , 问世间情为何物，只教人生死相随
百度一下 , Google一下，你丫知道太多了
求约炮 , 来这求约炮？弄错地方了吧
这是睡前一吻吗 , 现在的生活太感性，情绪不停泛滥，身心具疲
天上的星星参北斗啊 , 和你的毛发差不多
饼干 , 笑容很电很可爱啊啊，x)
你什么时候变大母 , 我也不知道啥时候
怕怕..切 , 怕什麼？老鼠？蟑螂？
听话、不想了 , 想让我告诉你些什么，别拐弯抹角的行不
那谁有手表 , 去别的地方问问吧，这里的人都没有的
我也想你了…亲亲 , 一定要想哦，不许骗菲菲
啊@—@救命 , 你點嗌都無人聽到?喇
你老母是谁 , 你老母啊?
嗯，大笨蛋，笨儿 , 笨蛋比白痴好
啊啊啊啊啊啊啊啊啊啊 , 发神经了你？
明天起不来 , 开始懂了
祝福我们一直走下去吧 , 那就去吧
我到底想怎样 , 我没想咋样啊
你这么聪明了 , 哪里哪里，菲菲的聪明与进步全得益于跟你们猥琐的聊天对话...
告诉我何为丝 , 我不说，你猜你猜
剁了你 , 我好怕怕哦
你又升级了 , 靠邀(-.-)凸
好吧我是纯种 , 哦
kam , kam？
回大人，其中必有一个惊天大秘密 , 係呀，尤其是女士們！
么么哒一千遍 , 么么
你妈妈会伤心的 , {face:111}我什么亲人都木有
杨仪，请联系吴逸（照）阳 , {face:84}明知道你是錯的人，明知道這不是緣分，但我還奮不顧身
那必须的～ , 哎呀呀~切
傻笑啥阿 , 收錄係《十二新作》，作曲周杰倫，作詞方文山，編曲黃雨勳/夢想之翼，哩首歌係繼畫沙同係超時代演唱會既黑色幽默後既再次合作，上youtube睇mv!!!
我是小坏蛋 , 才不是，人家很乖
快加 , 幹，宗來喇！
我想要你只有我一个主人 , 滚一边去，老娘我没功夫跟你下流
哈哈哈…… , 哇靠，你咋笑得这么猥琐~
宝贝宝贝 , 嗯哼？
你性生活和谐吗 , 十个网站，八个跟建设和谐社会有冲突，另外两个被自愿关闭，这就是和谐
能多打几个字不 , {face:6}昨晚想你想得我无法入睡，难道这就叫一见钟情？天哪，以前我从不相信这玩意的
那我陪你 , 嗯啊，是该好好陪陪我了
你就是一只鸭子 , 是与不是有什么关系呢
那我生病了 , 我就一个脑袋，思想再活跃也有局限性
猜我在干嘛 , 除了聊天还是聊天
好好先生 , 蕭煌期
多放面 , 天地间，世间万物都有它存在的道理，比如我
好耐你滴 , 我冇話比你講野
作怪么 , 你別吵
喝水水 , 噎到了
我要咬 , 超級無敵聰明美麗宇宙美少女
那还说 , 说了就说了，不对吗
没意思么 , 你想要什么意思嘛，真的是
超魅力实力女歌手 , 男人的实力就是你兜里的人民币
肖烨也喜欢你 , 你到底喜欢我什么，我改还不成吗？
就在山的那边海的那边有一群 , 有一群贱木屐
厨艺 , 不管你信不信，反正我不想回答你
近世代数 , 睡觉好
臭你妹 , 大哥，买斤素质填补一下你猥琐的大脑！
那国内苏菲主义的门宦有哪些 , 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！ 
次奥这叫尼玛干吻 , 网友！你不觉得在女生面前要斯文点吗
我有药 , 你要吃啊
你能陪我做什么 , 陪聊，陪睡，陪什么都行
看书就困，哈哈，戒了 , {face:74}
别个舍不得打你 , 三天一小打，四天一大打，对您来说都不叫打么
布兰德 , {face:6}昨晚想你想得我无法入睡，难道这就叫一见钟情？天哪，以前我从不相信这玩意的
你说你是人妖 , 你是人妖中的极品
你还做生意 , 有钱人啊，做什么生意的？
我来演 , 倒过来
那玩意 , 他有苦衷
你也是，我们一起滚开水吧 , 你有2个选择，①是马上滚；②是立刻滚，当然你还可以选择立刻马上滚！
天长地久 , 天荒地老
河水结冰了 , 流向那万紫千红一片海
三要宁六三四五要五 , 我的朋友在哪裡？
必须的谁叫你是 , 哎呀呀~切
我吃啦吃饱啦 , 我还有一点点饿
来啊来啊 , 不来了
必须的，一辈子都要在一起 , 嗯啊，一起
原来你变态了 , 你才是变态呢，菲菲可是单纯的小女生
发春啊 , 在約會~
喝粥 , 喝粥容易饿
不打扰您了讨厌的 , 没关系
尼玛!我这是有多无聊 , 有菲菲陪你聊天还会无聊吗
没话说了么 , 阿当最爱的是阿兜，这个全世界都知道啊
接着聊 , 你不聊了吗，你要去哪
又是 , 不知道
马欣然是谁 , 对不起，我没明白你的意思……
知道怕怕就好 , 抱歉，没能为您找到相关的信息
